RECN,NAME,YOB,LEGALID,ADDRESS
6937,Natalie Bob,1916,SE14511,"3675 Winter Fall St, Hutto"
6938,Alice Bob,1964,DL11571,"4323 Windermeer St, Del Valle"
6939,Robert Fran,2000,WZ12634,"8149 Oak View St, Dublin"
6940,David Rebeca,1948,GT18906,"6399 Orange Maple St, Del Valle"
6941,Michael Sean,1962,SA14611,"2645 Main St, Round Rock"
6942,George George,1913,SG19317,"4435 Oak View St, Dublin"
6943,Beth Natalie,1999,TZ14007,"1948 E 6th Street, Del Valle"
6944,Beth Michael,1944,KL14975,"8989 Winter Fall St, Del Valle"
6945,David Michael,1986,GD12042,"1693 Fireoak Av, Round Rock"
6946,Magda Mary,1990,WA17017,"8279 Big Sky Av, Dublin"
6947,Bob Magda,1910,XK18411,"1239 Shallow Lake St, Paris"
6948,Robert Bob,1982,GD12236,"4314 Oak View St, London"
6949,John David,1968,SA19081,"1946 Shallow Lake St, Dublin"
6950,Joe Bob,1915,SW16428,"7065 Windermeer St, Amarillo"
6951,George Darrin,1982,TT18808,"5326 Fireoak Av, Paris"
6952,David Natalie,1933,ZT16493,"5601 Windermeer St, Georgetown"
6953,Smith Magda,1984,WK19098,"8895 Main St, Dublin"
6954,Alice Darrin,1938,GA11209,"3508 Fireoak Av, Georgetown"
6955,Rebeca Natalie,1935,NZ12471,"4136 E 6th Street, Round Rock"
6956,Emily George,1941,TE12097,"3070 E 6th Street, Austin"
6957,Beth Emily,1953,AG14576,"3681 Maple St, Hutto"
6958,Bob Beth,1925,LN13172,"6840 Congress Av, Amarillo"
6959,Darrin Joe,1997,SE18506,"8635 Maple St, Paris"
6960,Sean George,1922,XA16942,"7078 Windermeer St, Amarillo"
6961,Michael Alice,1954,GT10313,"8849 Maple St, Dallas"
6962,Rebeca George,1969,KT12529,"1604 Congress Av, Amarillo"
6963,George Natalie,1932,DL19190,"3591 Maple St, Dublin"
6964,Alice Robert,1953,ZX15341,"6593 E 6th Street, Del Valle"
6965,Rebeca Smith,1986,KD18624,"673 Spicewood Av, Austin"
6966,Emily Emily,1977,TL19072,"2405 Congress Av, Dublin"
6967,Sean Gustavo,1995,KT18904,"6253 Winter Fall St, Amarillo"
6968,Magda David,1942,KL14197,"3745 Winter Fall St, London"
6969,Sean Magda,1955,AL15194,"602 Maple St, Round Rock"
6970,Beth Rebeca,1967,WT10587,"3710 Windermeer St, Austin"
6971,Emily Robert,2001,WN17231,"981 Orange Maple St, Austin"
6972,Darrin Magda,1994,WT10895,"8770 Oak View St, Amarillo"
6973,Beth George,1947,ZX17521,"1637 Shallow Lake St, Dublin"
6974,Rebeca Joe,1984,KS12691,"423 Yellow St, Round Rock"
6975,David Michael,1935,WZ14729,"3749 Congress Av, Georgetown"
6976,George Sean,1924,TD16689,"148 Oak View St, Amarillo"
6977,Mary Rebeca,1989,TS12523,"5080 Shallow Lake St, Round Rock"
6978,Fran Magda,1943,AD12743,"4120 Orange Maple St, Dublin"
6979,Sean Alice,1936,WL17275,"2245 Yellow St, Dublin"
6980,Sean Magda,1974,DW12414,"253 Winter Fall St, Dublin"
6981,Robert Beth,1970,TL14295,"2048 E 6th Street, Dallas"
6982,Rebeca Magda,1975,GA17179,"8620 Orange Maple St, Austin"
6983,Fran Sean,1997,TT11008,"1950 Spicewood Av, Hutto"
6984,George Natalie,1968,TD14730,"9064 Oak View St, Del Valle"
6985,Beth Gustavo,1917,ZD17364,"4243 Maple St, Dublin"
6986,Natalie Gustavo,1948,ED17767,"3464 Yellow St, London"
6987,Smith Rebeca,1929,GD16323,"781 Maple St, Amarillo"
6988,Rebeca Joe,1967,DT16525,"2804 Oak View St, Hutto"
6989,John Robert,1990,EA17797,"886 Yellow St, Dublin"
6990,Emily Fran,1913,TE17162,"9048 Fireoak Av, Georgetown"
6991,Darrin Magda,1994,SK10822,"3022 Maple St, Del Valle"
6992,David Mary,2004,LG17677,"1625 Yellow St, London"
6993,Fran Mary,1965,DG18768,"5618 Maple St, Austin"
6994,George Alice,1969,WT17592,"1677 E 6th Street, Amarillo"
6995,Emily Michael,1997,EZ15439,"6802 Oak View St, Paris"
6996,George David,1952,EN16052,"2812 Oak View St, Georgetown"
6997,Darrin Natalie,1984,TW15321,"5944 Oak View St, Dallas"
6998,Darrin Sean,1933,NN12458,"2673 Main St, London"
6999,Fran Beth,1966,DA19185,"8997 E 6th Street, Round Rock"
7000,Fran Darrin,1952,SG17416,"1665 Spicewood Av, Georgetown"
7001,Sean Bob,1942,WE14619,"226 Winter Fall St, Paris"
7002,Robert Beth,1990,SS12929,"2846 Maple St, Paris"
7003,Smith Darrin,1979,NZ19214,"6360 Big Sky Av, London"
7004,Natalie Robert,1967,WZ10370,"533 Big Sky Av, Dallas"
7005,George Joe,1928,TL11807,"6690 Winter Fall St, Dallas"
7006,George John,1993,LK17098,"6885 Winter Fall St, Dallas"
7007,Robert Bob,1947,NN10042,"320 Congress Av, Georgetown"
7008,Fran Magda,1920,EN19616,"8041 Shallow Lake St, Del Valle"
7009,Michael Robert,1951,KE17078,"7692 Main St, Dublin"
7010,Emily Smith,1918,XK18697,"5762 Windermeer St, Georgetown"
7011,Fran Alice,1985,KT19533,"7370 Big Sky Av, Austin"
7012,Fran Smith,2001,GD18857,"1302 Main St, Amarillo"
7013,Joe Gustavo,1971,EK18508,"9054 Orange Maple St, Amarillo"
7014,Mary George,1979,SN19204,"1796 Main St, Paris"
7015,John Natalie,1967,KS15702,"7296 Orange Maple St, Amarillo"
7016,Natalie Joe,1928,NN17002,"5452 Fireoak Av, Round Rock"
7017,John Magda,1928,WX13051,"1614 Main St, London"
7018,Fran Beth,1936,KX10092,"5757 Oak View St, London"
7019,Magda Sean,1969,EK12093,"860 Fireoak Av, Dallas"
7020,Magda Natalie,1919,TK10565,"2892 Maple St, Dallas"
7021,John Beth,1917,WE15423,"3151 Maple St, Paris"
7022,Michael Gustavo,1980,WT11635,"7088 Spicewood Av, Amarillo"
7023,Smith Emily,1957,ZK12601,"6139 Spicewood Av, Amarillo"
7024,Rebeca Fran,1963,LW17337,"4049 Oak View St, Dallas"
7025,Rebeca Beth,1955,DA12143,"8314 Oak View St, Austin"
7026,Bob Sean,1973,DN17730,"3142 Winter Fall St, Amarillo"
7027,Natalie Darrin,1937,EX19724,"995 Windermeer St, Del Valle"
7028,Mary Michael,1956,ST12243,"6617 Yellow St, Hutto"
7029,Magda Smith,1941,KZ14926,"3142 Main St, London"
7030,Rebeca Natalie,1989,ZZ16022,"5526 Congress Av, London"
7031,Robert Smith,1931,NZ19805,"7064 Winter Fall St, Round Rock"
7032,Alice David,2000,NS12440,"719 Big Sky Av, Dallas"
7033,Alice Darrin,1978,TE17188,"8790 Yellow St, Paris"
7034,Beth Mary,1936,AG12290,"8499 Maple St, Georgetown"
7035,Sean Alice,1944,EW15040,"7404 Windermeer St, Dallas"
7036,Sean Smith,1941,DZ14765,"376 Oak View St, Georgetown"
7037,Gustavo Magda,1977,WG11756,"2703 Fireoak Av, Paris"
7038,Natalie Joe,1971,WW13962,"7207 Main St, Hutto"
7039,Mary Natalie,1920,DG15437,"2351 Winter Fall St, Austin"
7040,Emily Alice,1942,SN16901,"1418 Yellow St, Round Rock"
7041,Natalie Bob,1957,TK13233,"943 Congress Av, Del Valle"
7042,Natalie Michael,1973,AN14978,"8786 E 6th Street, Hutto"
7043,Mary Gustavo,1992,KN18662,"3014 Fireoak Av, Georgetown"
7044,George Robert,1925,XS14804,"6226 Congress Av, Amarillo"
7045,Beth Robert,1969,ED16003,"2440 Fireoak Av, Hutto"
7046,Sean Emily,1925,XL14468,"746 Winter Fall St, Georgetown"
7047,Natalie Darrin,1913,AT13216,"8205 Orange Maple St, Round Rock"
7048,David Michael,1913,AK10863,"8931 Oak View St, Dublin"
7049,Alice George,1953,DD12656,"2211 E 6th Street, Dallas"
7050,Natalie Fran,2004,WL12496,"5284 Yellow St, Paris"
7051,Smith Rebeca,1994,DW18093,"1939 Yellow St, Amarillo"
7052,John David,1962,XK15906,"7907 Orange Maple St, Round Rock"
7053,Fran Sean,1923,TW17082,"3608 Orange Maple St, Georgetown"
7054,George Darrin,1930,LK12030,"3951 Spicewood Av, Paris"
7055,Natalie John,1979,WG10666,"6347 Shallow Lake St, Paris"
7056,Bob Magda,1996,EK14808,"457 Main St, London"
7057,David John,1985,XN14715,"7255 Orange Maple St, Dublin"
7058,Joe Smith,1921,LS17229,"5632 Yellow St, Amarillo"
7059,Joe Emily,1993,LX19416,"459 Main St, Dallas"
7060,Alice Rebeca,1981,SG15470,"8295 Oak View St, Amarillo"
7061,Joe Robert,1932,AW14367,"7549 Orange Maple St, Georgetown"
7062,John Bob,1941,SL19860,"7272 Congress Av, Paris"
7063,David Gustavo,1982,XW11683,"8320 Spicewood Av, Amarillo"
7064,Joe Fran,2005,XD17101,"1308 Spicewood Av, London"
7065,Fran John,1971,NK10530,"8740 Big Sky Av, Austin"
7066,Beth Mary,1968,LD18041,"8876 Big Sky Av, Dallas"
7067,Darrin Gustavo,1979,EX13742,"5736 Big Sky Av, Del Valle"
7068,Gustavo Smith,1935,DX18597,"8497 Winter Fall St, London"
7069,Rebeca Mary,1999,XE11338,"5381 Fireoak Av, Hutto"
7070,Sean Joe,1985,GE12250,"7297 Shallow Lake St, Hutto"
7071,Robert Bob,1994,NK18019,"691 Main St, Del Valle"
7072,Mary David,2001,WS11183,"6485 Congress Av, Austin"
7073,Mary Robert,1937,SK19768,"5458 Orange Maple St, Georgetown"
7074,Mary George,1915,DZ15968,"465 Oak View St, Paris"
7075,Magda Smith,1937,ND11326,"4122 Orange Maple St, Austin"
7076,John Rebeca,1996,GS15611,"364 Yellow St, Amarillo"
7077,Smith Joe,1913,LX19030,"3225 Orange Maple St, Amarillo"
7078,Magda Beth,1959,GA10434,"5156 Oak View St, Del Valle"
7079,Gustavo Alice,1934,TA10197,"6060 Maple St, Paris"
7080,Smith Darrin,1940,GL10608,"6287 Orange Maple St, Round Rock"
7081,Beth Gustavo,1920,WE16176,"910 Winter Fall St, Austin"
7082,Emily Sean,1956,TZ13401,"4078 Congress Av, Amarillo"
7083,George Bob,2006,DG14928,"7648 Orange Maple St, Austin"
7084,Beth Fran,2004,LE16048,"5035 Yellow St, Georgetown"
7085,Smith Michael,1960,KE15896,"3844 Big Sky Av, Paris"
7086,Rebeca Magda,1920,GW15774,"5109 E 6th Street, Amarillo"
7087,Joe Smith,1970,GN10146,"6969 Congress Av, Paris"
7088,Robert Emily,1920,LT16305,"5225 Congress Av, Dublin"
7089,Joe Beth,1940,KG10548,"4309 Shallow Lake St, Hutto"
7090,Beth John,1968,AK14775,"3199 Congress Av, Austin"
7091,Sean George,1952,ND13500,"4200 Oak View St, Hutto"
7092,Fran Emily,1933,LZ16441,"4488 Yellow St, Del Valle"
7093,Fran Rebeca,1999,SD17874,"3408 Yellow St, Paris"
7094,Michael Fran,1933,LZ13126,"4444 Maple St, Dublin"
7095,Robert David,1960,SN17038,"3582 Orange Maple St, Paris"
7096,Magda David,1946,DN18442,"416 Big Sky Av, Georgetown"
7097,Michael David,1919,AZ10180,"4245 Oak View St, Hutto"
7098,Bob John,1970,DD11542,"933 Yellow St, London"
7099,Natalie Alice,1978,DE15876,"205 Fireoak Av, Georgetown"
7100,Michael Natalie,1930,NW11507,"2928 Big Sky Av, Amarillo"
7101,Rebeca John,1981,SK19731,"2220 Maple St, London"
7102,John Emily,1928,EW15751,"568 Big Sky Av, Amarillo"
7103,Michael Emily,1944,GZ19839,"596 Fireoak Av, Dublin"
7104,Rebeca David,1985,XW18312,"1141 Shallow Lake St, Del Valle"
7105,Natalie Rebeca,1981,WA19351,"3587 Orange Maple St, Del Valle"
7106,John David,2006,NA15648,"3004 Winter Fall St, Paris"
7107,Gustavo John,1965,TL17192,"2726 Oak View St, Dublin"
7108,Mary Natalie,1912,EE17700,"9045 Shallow Lake St, Hutto"
7109,Robert Mary,1958,XK10734,"4478 Maple St, Georgetown"
7110,David David,2002,SW14768,"3148 Shallow Lake St, London"
7111,Darrin Beth,1970,KN16201,"5817 Fireoak Av, Round Rock"
7112,Emily Alice,1942,DL19701,"7996 Maple St, Paris"
7113,David Michael,1939,WW16340,"4865 Fireoak Av, Amarillo"
7114,Smith George,1935,GK14489,"4702 Big Sky Av, Austin"
7115,Fran Sean,1925,TE11947,"1070 Congress Av, Amarillo"
7116,Alice Alice,1970,XG16950,"5299 Yellow St, Dublin"
7117,David Darrin,1933,WW18459,"7245 Windermeer St, Del Valle"
7118,David Fran,1913,ZG19229,"4816 Oak View St, Dublin"
7119,John David,1932,WE11761,"7258 Yellow St, London"
7120,Michael Robert,1928,KX14318,"283 Big Sky Av, Georgetown"
7121,Gustavo Magda,2009,NG11034,"5251 Windermeer St, Dallas"
7122,George Magda,1915,TX16077,"8151 Winter Fall St, Del Valle"
7123,Gustavo Joe,1956,LZ13984,"2015 Main St, Austin"
7124,Joe Natalie,1987,NN13663,"5239 Maple St, Dublin"
7125,Fran Robert,2002,GG10565,"3125 Fireoak Av, Round Rock"
7126,Magda Fran,1950,DK19507,"1854 Congress Av, Austin"
7127,Magda Robert,1922,LT14632,"1397 Big Sky Av, Hutto"
7128,Darrin Natalie,1945,LX15352,"6207 Windermeer St, Hutto"
7129,Alice Joe,1943,ND16411,"3506 Main St, Dallas"
7130,Natalie John,1912,AK12484,"7369 Shallow Lake St, London"
7131,Robert Rebeca,1938,NG19785,"2405 Winter Fall St, Round Rock"
7132,Natalie Emily,1913,EG15055,"6994 Big Sky Av, Paris"
7133,Sean David,2001,KD11776,"2296 Oak View St, Austin"
7134,John John,1978,KL19834,"8671 Main St, London"
7135,Fran John,1995,AK10501,"806 Big Sky Av, Amarillo"
7136,Fran Robert,1941,SN15757,"5611 Yellow St, Round Rock"
7137,Mary Emily,1933,DZ13527,"1788 Yellow St, Dallas"
7138,Beth Natalie,1997,XA14379,"8917 Yellow St, Round Rock"
7139,Fran Beth,1949,ZA15227,"1589 Spicewood Av, Paris"
7140,Emily George,1985,EW18226,"4264 Main St, Dublin"
7141,Gustavo Fran,1918,AZ10976,"6969 Orange Maple St, Dublin"
7142,Magda Darrin,1934,KN15182,"3055 Winter Fall St, Round Rock"
7143,Rebeca Fran,1945,DX15103,"6197 Main St, Amarillo"
7144,Michael Smith,1993,LW12641,"1500 Shallow Lake St, Round Rock"
7145,Fran Rebeca,1951,ZE19372,"3935 Maple St, Del Valle"
7146,David Rebeca,1953,LZ12026,"6300 Maple St, Del Valle"
7147,John Bob,1938,ZA19546,"6993 Spicewood Av, Round Rock"
7148,Sean Gustavo,1922,ZS11175,"3643 Spicewood Av, Hutto"
7149,Mary Magda,1994,SX19818,"6794 Congress Av, London"
7150,George John,1933,GZ10581,"5900 Congress Av, London"
7151,John Joe,1981,KL10984,"1510 Fireoak Av, Dublin"
7152,Smith Emily,1974,AS11761,"8502 Orange Maple St, Dallas"
7153,Bob Sean,1930,KD10385,"8511 Big Sky Av, London"
7154,Mary Mary,1942,ZX13718,"2059 Congress Av, Dallas"
7155,Gustavo Magda,1946,ZN13939,"1724 Big Sky Av, Amarillo"
7156,Rebeca Darrin,1942,TS10235,"7633 Spicewood Av, Del Valle"
7157,Alice Mary,1920,ET11212,"7626 Congress Av, Amarillo"
7158,Beth Mary,2007,ES11753,"2674 Main St, Round Rock"
7159,Joe Joe,2009,NE11677,"4815 Maple St, Dublin"
7160,John Alice,1941,WE13215,"8353 Shallow Lake St, Del Valle"
7161,Joe Magda,1967,SD14067,"1386 Main St, Dublin"
7162,Beth Robert,1954,TW19957,"4754 Shallow Lake St, Dallas"
7163,Mary Michael,1977,XZ12257,"4582 Orange Maple St, Del Valle"
7164,Magda John,2004,SL16593,"6361 Shallow Lake St, Amarillo"
7165,Fran David,1911,WW17242,"2781 Shallow Lake St, Hutto"
7166,Natalie Michael,1963,WA17907,"5685 Big Sky Av, Paris"
7167,Beth Sean,1970,XE15163,"8657 E 6th Street, Georgetown"
7168,Mary Darrin,1975,EE17416,"8163 Congress Av, Del Valle"
7169,Sean David,1928,LK17037,"8295 E 6th Street, Georgetown"
7170,George Fran,1953,ZA14241,"1868 Windermeer St, Del Valle"
7171,Magda John,1965,KN14672,"8638 Orange Maple St, Georgetown"
7172,Rebeca Mary,1924,EW14109,"8795 Big Sky Av, London"
7173,Rebeca Gustavo,1969,DA11074,"8478 Windermeer St, Amarillo"
7174,Beth Robert,1995,NN14227,"2354 Fireoak Av, Dublin"
7175,Beth Natalie,1982,XX17485,"777 Main St, Hutto"
7176,Gustavo Gustavo,1955,SA12535,"5737 E 6th Street, Dublin"
7177,Alice Sean,1914,WS13363,"4599 Fireoak Av, Dallas"
7178,Beth George,1943,LW12217,"5357 Spicewood Av, London"
7179,Natalie Mary,1914,XW16335,"4862 Orange Maple St, Amarillo"
7180,Darrin Natalie,1941,DW14167,"5303 Winter Fall St, Del Valle"
7181,George Rebeca,1935,ES17311,"7455 Oak View St, London"
7182,Gustavo Robert,1938,AX19593,"4770 E 6th Street, Paris"
7183,Joe Mary,1960,SZ13061,"4271 Orange Maple St, Dublin"
7184,Sean Joe,1986,GD13172,"1859 Shallow Lake St, Dublin"
7185,Natalie Beth,1933,SK11838,"7428 Maple St, Dublin"
7186,George Magda,1992,NG14131,"3007 Big Sky Av, Del Valle"
7187,Smith Robert,1988,DX17173,"3783 Winter Fall St, Austin"
7188,Mary Sean,1952,DL15753,"5659 Spicewood Av, Hutto"
7189,George George,1995,DX11379,"3079 Spicewood Av, London"
7190,Bob Darrin,1949,KG15311,"2402 Fireoak Av, Round Rock"
7191,Fran John,1965,LT15302,"4990 Fireoak Av, Amarillo"
7192,Alice John,1932,LL12667,"2754 Shallow Lake St, Dublin"
7193,Magda Natalie,1980,KW17650,"4835 Big Sky Av, Del Valle"
7194,Mary Fran,1967,EK12635,"4340 Big Sky Av, Paris"
7195,Bob Robert,1926,NA13106,"6109 Shallow Lake St, Austin"
7196,Rebeca John,2006,DL11734,"1376 Oak View St, Hutto"
7197,Alice Magda,1911,AL16953,"7713 Congress Av, Amarillo"
7198,Gustavo George,1979,LK10543,"1284 E 6th Street, Hutto"
7199,Bob Fran,2002,WK15280,"5166 Shallow Lake St, Georgetown"
7200,David David,1911,KX11824,"3443 Fireoak Av, Round Rock"
7201,George Michael,1928,GX11049,"5989 Orange Maple St, Round Rock"
7202,Alice George,1991,ND16441,"4493 Orange Maple St, Georgetown"
7203,Gustavo Beth,1968,AA12139,"494 Congress Av, Dallas"
7204,Magda Smith,1910,GX18844,"4063 E 6th Street, Hutto"
7205,Joe Alice,1977,NS16653,"6214 Maple St, London"
7206,Emily Beth,1921,WZ18891,"423 Windermeer St, Dublin"
7207,Joe Gustavo,1934,LL18540,"8798 Windermeer St, Paris"
7208,Beth Joe,2004,DX16266,"251 Congress Av, Del Valle"
7209,Robert Emily,1924,KL18811,"4363 E 6th Street, Hutto"
7210,Beth Fran,2000,KW13530,"355 Oak View St, Georgetown"
7211,John George,1965,WD19336,"131 Spicewood Av, Dublin"
7212,Smith Beth,1929,DA19995,"2449 Congress Av, Georgetown"
7213,Darrin Bob,1975,ZZ13363,"5725 Windermeer St, Round Rock"
7214,Rebeca John,1995,SA11108,"1648 Congress Av, Georgetown"
7215,Gustavo Darrin,1940,TL16271,"7001 E 6th Street, Dallas"
7216,Beth Beth,1936,KZ18917,"7994 E 6th Street, Round Rock"
7217,David Bob,1948,TN13583,"758 Yellow St, Georgetown"
7218,Fran Joe,1964,KK17749,"325 Windermeer St, Austin"
7219,Smith Mary,2007,GE19615,"2429 Congress Av, Austin"
7220,Rebeca George,1941,SL17394,"4964 Orange Maple St, Austin"
7221,Emily Magda,1938,DA17688,"2561 Maple St, Round Rock"
7222,Gustavo Darrin,1920,GS13206,"6337 Spicewood Av, Dallas"
7223,Gustavo Emily,1974,WK11549,"6589 Shallow Lake St, Paris"
7224,Rebeca Natalie,1916,KS10018,"3383 Yellow St, Paris"
7225,Beth David,1921,WW17189,"5286 Shallow Lake St, Hutto"
7226,Mary John,1944,EZ10648,"6330 Windermeer St, Georgetown"
7227,Bob John,1926,SZ14331,"6891 Shallow Lake St, Georgetown"
7228,John Smith,1964,NZ11829,"7580 Fireoak Av, Dallas"
7229,Sean Alice,1992,XW11607,"6307 Maple St, Del Valle"
7230,Robert Gustavo,1971,NK12606,"2674 Main St, Dallas"
7231,David Natalie,1963,EZ15520,"4181 Winter Fall St, Del Valle"
7232,Joe Mary,1935,EW13477,"3435 Windermeer St, Dublin"
7233,Magda Beth,1913,GT13310,"7211 Winter Fall St, Dublin"
7234,George Mary,1951,AS18349,"623 Windermeer St, Hutto"
7235,Mary Michael,2005,GX15108,"127 Main St, Del Valle"
7236,Beth Michael,1932,NZ14659,"6420 Congress Av, Dublin"
7237,Magda Magda,1969,EK16173,"4849 Oak View St, Amarillo"
7238,Magda Joe,1937,SN14715,"5040 Big Sky Av, Austin"
7239,John Sean,1962,LN12451,"4282 Fireoak Av, Hutto"
7240,David George,1958,ZZ13946,"1611 Yellow St, Amarillo"
7241,Sean Rebeca,1971,AA13090,"2356 Congress Av, Paris"
7242,Natalie Joe,1949,KN12747,"641 Windermeer St, Amarillo"
7243,Gustavo Gustavo,1942,LG12637,"3243 Winter Fall St, Dublin"
7244,Magda Bob,1949,KD13156,"2005 Yellow St, London"
7245,Rebeca Joe,1958,DG17409,"3837 Orange Maple St, Georgetown"
7246,Emily Darrin,1937,SN10481,"4903 Fireoak Av, Paris"
7247,David Sean,1928,GT12979,"8158 Oak View St, Dallas"
7248,Gustavo Natalie,1948,AS11316,"7306 Spicewood Av, Hutto"
7249,Michael Bob,1997,NL18761,"7119 Congress Av, Amarillo"
7250,Natalie Michael,1946,AZ15501,"8958 Spicewood Av, Dallas"
7251,Magda Sean,1914,XN11901,"1612 Big Sky Av, Dublin"
7252,Magda Bob,1940,ZZ16405,"7567 Congress Av, Dublin"
7253,John Natalie,1990,DD17722,"8845 Orange Maple St, Amarillo"
7254,Beth Beth,1970,SW17173,"1174 Maple St, Amarillo"
7255,Rebeca Alice,1960,LT13614,"2996 Yellow St, Dallas"
7256,Magda Sean,1932,LT14552,"4086 Windermeer St, London"
7257,Emily Alice,1982,WG14985,"4648 Oak View St, Austin"
7258,Smith Smith,2008,GG14376,"8211 Windermeer St, Dublin"
7259,Michael Sean,1966,GX10866,"766 Congress Av, Round Rock"
7260,Sean Natalie,1948,ED12639,"5228 Orange Maple St, Paris"
7261,Bob Robert,1966,WE15175,"8353 Oak View St, Del Valle"
7262,Bob Joe,1927,AE13346,"6258 Maple St, London"
7263,George Robert,1993,LT18045,"6089 Oak View St, Amarillo"
7264,Rebeca Smith,1929,KS10353,"447 Fireoak Av, Dallas"
7265,Beth George,1918,KN11241,"7132 Yellow St, Paris"
7266,Sean Alice,1921,ZW17159,"5430 Orange Maple St, Dublin"
7267,Gustavo Michael,1952,ZL12180,"5230 Oak View St, Georgetown"
7268,Darrin Alice,1922,LZ12380,"3310 Big Sky Av, Georgetown"
7269,Rebeca Alice,1920,KW15809,"6703 E 6th Street, Paris"
7270,Alice Bob,1955,KE10140,"1041 Shallow Lake St, Round Rock"
7271,Michael Sean,1968,XE15926,"8620 Winter Fall St, Dallas"
7272,Gustavo Michael,1970,XK17188,"7940 E 6th Street, Del Valle"
7273,Bob Joe,1977,LA16675,"2062 Shallow Lake St, Austin"
7274,John Darrin,1940,LZ19815,"7588 Shallow Lake St, Georgetown"
7275,David David,1965,XS16160,"8043 Yellow St, Round Rock"
7276,Beth Beth,1999,SA10652,"1103 Spicewood Av, Hutto"
7277,Gustavo Michael,1935,AT10631,"3889 Congress Av, Round Rock"
7278,Natalie Robert,1920,NL18490,"6210 Spicewood Av, Hutto"
7279,Beth Joe,1980,DD19420,"2679 Congress Av, Round Rock"
7280,Bob Magda,1951,ZD19896,"3756 Windermeer St, Paris"
7281,George Fran,1918,TZ13373,"6500 Spicewood Av, Georgetown"
7282,Joe Joe,1938,WX18416,"6020 Shallow Lake St, Hutto"
7283,Magda Joe,1971,TX19838,"3747 Shallow Lake St, Georgetown"
7284,Gustavo Sean,1941,GA15628,"2033 Spicewood Av, Round Rock"
7285,Sean Darrin,1996,ED11344,"7456 E 6th Street, Round Rock"
7286,Michael Natalie,1951,KS11815,"8960 Fireoak Av, Austin"
7287,Robert Alice,2000,DE19432,"8738 Big Sky Av, Round Rock"
7288,George Mary,1988,GD11107,"4816 Shallow Lake St, Dallas"
7289,Emily Bob,1942,DD11792,"8103 Maple St, Amarillo"
7290,Bob Mary,2003,XS13764,"8510 Main St, Paris"
7291,Natalie Rebeca,1956,DD14963,"8292 Main St, Dublin"
7292,Emily Robert,1933,XW19474,"7946 Orange Maple St, Amarillo"
7293,Magda Mary,1974,KW17444,"5831 Oak View St, Hutto"
7294,Rebeca John,1996,SD13991,"8060 Windermeer St, Dublin"
7295,Joe John,1945,GD15628,"7014 Spicewood Av, Paris"
7296,Beth George,1981,KE17695,"1081 Fireoak Av, Hutto"
7297,David Beth,2004,WL15019,"7263 Yellow St, Round Rock"
7298,Emily Alice,1962,WE17781,"312 Spicewood Av, Hutto"
7299,Beth Darrin,2006,EW10238,"3338 Winter Fall St, Georgetown"
7300,Robert Bob,1923,LN16190,"3946 E 6th Street, Dublin"
7301,Alice Darrin,2005,EL15660,"2652 Winter Fall St, Round Rock"
7302,Emily Darrin,2004,LK16248,"6299 Windermeer St, Paris"
7303,Fran Smith,1940,TN16740,"134 E 6th Street, Hutto"
7304,Smith Smith,1929,ZX14686,"7296 E 6th Street, Amarillo"
7305,John Emily,1911,SD11767,"7690 Orange Maple St, Georgetown"
7306,George Joe,2002,TD10656,"1651 Windermeer St, Del Valle"
7307,David Bob,1910,WS14879,"3492 Fireoak Av, Hutto"
7308,John Gustavo,1994,WZ18600,"2093 Windermeer St, Amarillo"
7309,John Rebeca,1982,WN17938,"512 Main St, Dublin"
7310,Fran Sean,1973,LG18460,"4667 Yellow St, Dallas"
7311,Magda Darrin,1969,WZ11173,"3405 Maple St, Amarillo"
7312,Darrin David,1947,NA17889,"2287 Orange Maple St, London"
7313,Michael Beth,2003,ZZ17552,"7102 Main St, Amarillo"
7314,Natalie Mary,2004,DA12763,"1003 Maple St, Georgetown"
7315,David Magda,1957,NK18166,"4181 Oak View St, Hutto"
7316,Magda Natalie,2000,TZ12621,"8394 Yellow St, London"
7317,Robert Gustavo,1939,NT16875,"2380 Main St, Paris"
7318,Darrin Emily,1982,ZZ16909,"3910 Winter Fall St, Dublin"
7319,Joe Alice,1917,DE19933,"5005 Spicewood Av, Paris"
7320,Beth Natalie,1988,AL13690,"2338 Windermeer St, Round Rock"
7321,Beth Bob,1977,DG12383,"1631 Congress Av, Hutto"
7322,Smith David,1913,LK16980,"5066 Winter Fall St, Del Valle"
7323,George Natalie,1988,WT10717,"5040 Shallow Lake St, Georgetown"
7324,Beth Smith,1947,SG16580,"715 Yellow St, Paris"
7325,Gustavo Mary,1954,DW10836,"3221 E 6th Street, Del Valle"
7326,Joe Darrin,1926,AX14204,"8573 E 6th Street, Dublin"
7327,Bob George,1924,GZ11408,"8456 Shallow Lake St, Hutto"
7328,Magda Magda,1987,LL18148,"5555 Main St, Round Rock"
7329,Robert Mary,1912,ED18357,"4795 Shallow Lake St, Austin"
7330,Joe Robert,1944,WZ18176,"2653 Maple St, Paris"
7331,Darrin Bob,1964,TE16954,"6314 Oak View St, Amarillo"
7332,John Bob,1931,ND12945,"1002 Congress Av, Round Rock"
7333,Magda Beth,2000,TZ15078,"935 Big Sky Av, Austin"
7334,Sean Beth,1917,KD12278,"3064 Orange Maple St, Round Rock"
7335,Fran Alice,1918,TN10774,"4931 Congress Av, Georgetown"
7336,Mary Beth,2001,LA18827,"4334 Shallow Lake St, Paris"
